ID,Age,Income,Score,Gender,Department,JoinDate,Satisfaction
15943,38,40913,71,Male,Sales,13/5/2021,1
15944,57,33392,10,Female,Operations,24/5/2022,5
15945,31,-,60,Male,IT,29/5/2022,4
15946,19,31892,,Female,IT,17/5/2022,2
15947,27,40874,90,Female,Finance,16/10/2020,3
15948,62,0,78,Female,HR,12/5/2023,4
15949,42,20515,64,Female,Finance,29/5/2022,3
15950,20,33781,57,Female,Marketing,10/5/2020,1
15951,20,54839,9,Female,Sales,28/8/2020, 
15952,50,54104,72, ,Finance,3/11/2024,1
15953,19,48425, ,Female,Sales,8/11/2022,1
15954,55,,-,,Sales,18/7/2023,2
15955,60,56860,63,Female,HR,3/9/2021,2
15956,29,31009,77,Male,IT,26/7/2023,1
15957,45,44674,77,Male,Sales,24/11/2022,3
15958,33,32151,57,*,Finance,14/2/2021,3
15959,61,17637,83,Female,NA,29/8/2022,2
15960,44,41190,28,Female,Sales,20/2/2020,2
15961,40,18629,25,Female,Operations,9/3/2023,3
15962,53,13696,12,*,Finance,17/4/2023,2
15963,47,49140,11,Female,Finance,9/2/2024,-
15964,NA,46743,15,Female,Operations,9/10/2020,4
15965,34,50606,69,Male,Marketing,17/3/2020,2
15966,51,0,8,Female,Finance,18/7/2024,1
15967,22,24430,69,-,Operations,15/12/2021,
15968,43,37351,37,Male,Finance,23/9/2020,3
15969,NA,45318,51,Male,Operations,3/6/2022,2
15970,56,29605,40,Male,Operations,12/12/2020,4
15971,52,53648,3,Female,Operations,16/1/2023,1
15972,29,39489,5,Female,IT,14/7/2022,3
15973,22,58460,-,Female,Finance,19/10/2020,5
15974,,42064,88,Male,Sales,28/10/2021,3
15975,27,35070,35,Male,Operations,14/2/2024,1
15976,51,40038,33,Female,IT,6/2/2020,5
15977,58,25526,27,Female,Marketing,28/1/2023,3
15978,19,36269,56,Male,HR,26/4/2020,
15979,,49054,88,Female,HR,23/6/2021,3
15980,25,41179,1,Female,Operations,10/7/2023,1
15981,39,32222,80,Female,NA,18/1/2020,5
15982,31,39635,17,Male,*,26/7/2024,4
15983,58,24390,3,Female,Sales,21/3/2021,1
15984,47,18926,45,Male,Marketing,7/9/2021,1
15985,56,28119,,Female,Operations,13/3/2020,4
15986,23,34775,,Male,HR,27/9/2024,1
15987,20,23470,99,Male,NA,22/9/2020,3
15988,22,,94,Male,HR,12/1/2024,*
15989,20,10267,82,Female,Finance,17/11/2023,1
15990,53,37153,44,Male,Sales,17/3/2021,4
15991,48,43748,*,Male,Finance,8/10/2024, 
15992,54,39007,NA,Male,Marketing,29/4/2024,1
15993,51,37218,57,Female,Sales,4/11/2021,4
15994,29,8462,78,Female,Operations,13/2/2020,4
15995,54,47010,74,Female,-,2/9/2023,2
15996,56,44136,50,Male,Sales,7/12/2021,1
15997,44,50687,34,Female,Operations,20/3/2021,1
15998,30,0,,Male,HR,5/12/2023,5
15999,51,24324, ,-,Finance,5/10/2020,3
16000,,46668,57,Male,Sales,26/11/2021,5
16001,48,37930,90,Female,Marketing,1/9/2021,5
16002,49,33972,61,Female,Finance,3/4/2020,3
16003,61,34613,15,Male,,5/8/2023,5
16004,23,40353,53,Female,Operations,23/12/2020,3
16005,64,NA,29,Female,IT,7/6/2020,4
16006,59,,70,NA,Sales,9/4/2023,5
16007,18,NA,32,,Operations,17/8/2022,4
16008,31,42619,*,Female,,25/11/2022,5
16009,54,30024,-,Male,Operations,24/3/2022,4
16010,63,50754,92,Female,Sales,9/5/2020,4
16011,24,35248,31,Male,HR,24/2/2020,4
16012,44,20115,25,-,Marketing,6/10/2024,5
16013,59,,79,Female,Operations,23/5/2021,5
16014,27,26775,,Female,Finance,25/4/2024,1
16015,18,18115,77,Female,IT,24/4/2021,4
16016,60,37587,80,Male,Operations,17/10/2021,4
16017,,45130,3,Female,IT,8/5/2023,4
16018,36,29511,72,Female,Sales,9/2/2024,5
16019,54,16772,4,Female,Marketing,20/4/2024,2
16020,46,18196,68,Male,HR,1/1/2023,2
16021,23,25423,-,Male,,8/8/2021,*
16022,28,27223,0,Female,Operations,13/10/2022,5
16023,56,14659,81,Female,Finance,18/4/2020,2
16024,24,43422,28,Female,IT,25/6/2020,5
16025,56,31850,90,Male,IT,29/10/2020,4
16026,20,19415,34,Female,IT,18/9/2024,1
16027,50,0,80,Male,Finance,29/9/2020,2
16028,48,47071,22,Male,Sales,31/1/2023, 
16029,34,23863,19,Female,Finance,18/11/2021,5
16030,54,NA,65,NA,Marketing,28/12/2022,3
16031,33,31334,41,Male,Sales,30/7/2024,4
16032,40,18080,14,Male,Sales,6/1/2023,5
16033,39,0,90,Male,Operations,9/8/2020,2
16034,60,44395,0,Female,Finance,4/1/2021,2
16035,-,31373,87,Male,Sales,5/9/2023,2
16036,36,69653,79,Male,HR,10/3/2024,1
16037,24,-,41, ,Marketing,1/11/2024,4
16038,50,63015,68,Male,Operations,21/8/2024,1
16039,19,38165,71,Male,HR,29/6/2023,1
16040,38,34473,10,Male,Operations,9/1/2023,1
16041,44,32339,10,Female,*,18/2/2023,3
16042,30,33782,41,Male,Sales,1/10/2022,4
16043,49,46392,30,Male,IT,23/11/2022,4
16044,49,38668,70,Male,IT,22/1/2022,1
16045,18,35562,65,NA,Finance,6/4/2023,5
16046,46,29593,54,-,Finance,17/3/2023,1
16047,19,52416,55,Male,IT,13/9/2021,4
16048,61,6275,NA,Male,Marketing,19/4/2022,1
16049,64,36401,,Male,Operations,28/6/2024,3
16050,56,24222,62,Female,Sales,19/4/2022,4
16051,56,48831,95,Female,*,24/2/2020,4
16052,47,37626,43,Male,Operations,24/12/2022,
16053,43,39414,14,Male,IT,24/12/2021,2
16054,44,43228,14,Female,IT,6/5/2021,4
16055,61,53739, ,Male,Marketing,5/9/2022,2
16056,29,39007,81,Male,Marketing,14/4/2023,3
16057,20,49008,81,Female,Sales,19/3/2024, 
16058,25,*,6,Male,IT,19/1/2020,4
16059,37,-,0,Male,Sales,6/4/2024,2
16060,20,29258,58,Male,Finance,11/5/2020,1
16061,50,41301,27, ,Marketing,23/2/2021,1
16062,27,24571,27,Female,Sales,26/6/2021,1
16063,26,28773,0,Male,Marketing,11/6/2021,-
16064,40,34535,80,Female,Finance,27/10/2023,3
16065,55,51436,2,Male,Finance,23/10/2020,3
16066,62,22473,20,Female,HR,15/5/2024,5
16067,32,-,71,Female,Marketing,29/8/2020,2
16068,63,53907,69, ,Finance,25/4/2021,*
16069,NA,28083,32,Male,Operations,15/7/2020,3
16070,33,12964,42,Female,Sales,14/10/2020,4
16071,23,26749,0,Male,-,18/9/2024,3
16072,19,33718,83,Male,Sales,22/11/2023,5
16073,*,48542,96,Female,Marketing,20/7/2022,4
16074,22,30527,3,NA,IT,18/4/2020,
16075,56,44966,94,Female,HR,10/6/2024,1
16076,57,21424,38,Female,Finance,29/8/2023,4
16077,52,41659,82,Female,Marketing,14/2/2021,3
16078,39,47430,88,Male,IT,27/8/2024,2
16079,49,20116,11,Female,Finance,14/12/2022,1
16080,32,18334,70,Female,Finance,7/8/2022,5
16081,26,42489,NA,Male,Sales,8/5/2024,4
16082,55,33043,,Male,Finance,29/1/2023,*
16083,45,44832,73,,Sales,3/3/2024,NA
16084,27,-,40,Male,HR,10/1/2021,5
16085,20,0,38,Male,Operations,2/7/2023,1
16086,50,NA,92,Male,Sales,2/10/2021,3
16087,62,44559,48,Male,NA,7/8/2024,5
16088,28,26213,35,Female,Finance,21/7/2022,3
16089, ,47673,88,Female,IT,4/11/2022,2
16090,25,197473,98,Male,Finance,24/10/2021,4
16091,25,34027,32,Female,Marketing,26/5/2024,2
16092,59,0,61,Male,,30/10/2022,3
16093,37,48940,17,Male,Finance,14/7/2020,1
16094,43,32697,100,Female,HR,8/4/2023, 
16095,29,*,59,Female,Marketing,30/5/2024,2
16096,58, ,13,Male,HR,4/12/2022,1
16097,64,37930,76, ,IT,27/6/2024,4
16098,41,43585,51,Male,Operations,26/5/2024,5
16099,27,38103,53,Female,*,3/12/2022,3
16100,20,39105,86,-,Operations,11/5/2020,2
16101,19,26891,53,Male,*,9/12/2020,5
16102,43,47680,65,Female,-,6/1/2022,
16103,45,38736,0,Male,Operations,25/4/2022,4
16104,52,11401,51,Male,IT,9/8/2022,3
16105,38,34082,0,Female,HR,25/6/2020,4
16106,63,45645,,Male,IT,24/4/2021,2
16107,47,14771,91,Male,Marketing,18/4/2020,1
16108,29,55312,94,Male,Operations,15/7/2022,3
16109,64,31150,5,Female,IT,22/5/2024,5
16110,58,49138,70,Female,Sales,15/7/2023,3
16111,28,-,11,Female,-,27/3/2020,5
16112,52,56426,70,Female,Finance,19/12/2023,1
16113,27,33392,24,*,Operations,3/11/2023,1
16114,19,22214,32,Female,HR,8/1/2023,3
16115,51,NA,79,Male,IT,7/6/2021,3
16116,43,42059,37,Female,Marketing,11/3/2022,5
16117,19,0,53,Male,Sales,10/1/2022,5
16118,23,24833,*,-,IT,27/1/2020,5
16119,18,20640,8,Female,Marketing,15/3/2020,5
16120,31,47166,36,Female,Finance,6/9/2023,3
16121,*,22554,41,Male,Marketing,5/5/2023,1
16122,,45235,25,Female,Finance,15/11/2022,5
16123,58,24799,88,Male,Sales,22/7/2020,3
16124,28,38009,40,Female,Sales,25/2/2024,5
16125,54,44652,50,Female,IT,16/3/2021,4
16126,29,56427,28,Female,HR,11/8/2021,1
16127,43,34957,NA,Female,Operations,5/6/2022,5
16128,48,47044,87,Male,IT,4/6/2023,4
16129,22,35322,15,Male,HR,30/9/2020,1
16130,47,28113,95,Female,Operations,1/3/2022,5
16131,48,38924,10,Female,Operations,7/5/2023,5
16132,25, ,35,Female,Finance,19/5/2020,4
16133,29,57043,61,Female,HR,18/1/2024,5
16134,44,*,NA,Male,HR,6/6/2024,2
16135,46,38044,74,Female,,5/6/2020,5
16136,47,28536,4,Female,Operations,3/12/2021,5
16137,33,29240,80,Male,HR,17/6/2022,1
16138,22,45447,50,Male,,11/11/2023,3
16139,,42885,*,Male,Operations,25/7/2024, 
16140,44,28934,20,Female,Finance,13/9/2022,5
16141,59,17423,25,Male,Operations,14/7/2021,2
16142,55,35992,51,Female,Finance,8/5/2022,2
16143,58,1359,35,Male,IT,13/5/2022,2
16144,25,23411,52,Female,Finance,14/8/2023,2
16145,50,-,9,Female,Sales,14/8/2023,3
16146,28,27143,33,Male,IT,28/4/2023,4
16147,19,17076,63,Male,Finance,28/5/2020,2
16148,,34591,64,Male,HR,14/7/2022,2
16149,21,54566,0,Female,Sales,31/1/2020,1
16150,NA,36478,100,Female,IT,6/7/2024,2
16151,50, ,24,Male,Finance,14/4/2020,4
16152,23,54393,44,Female,Finance,22/4/2022,4
16153,-,20110,17,Male,IT,5/8/2021,*
16154,45,28031,26,Female,HR,18/8/2020,3
16155,64,67198,4,Male,Operations,26/2/2021,2
16156,28,41450,13,Male,Marketing,29/5/2023,5
16157,64,36237,50,Male,Sales,28/4/2023,3
16158,37,35020, ,Male,HR,19/8/2023, 
16159,*,58549,1,Female,Finance,6/5/2021,2
16160,27,1108,42,Female,Operations,16/3/2021,1
16161,20,34051,80,Female,Sales,16/11/2023,4
16162,20,-,-,Female,Marketing,30/5/2024,5
16163,52,0,11,Female,Finance,13/4/2020,2
16164,31,26841,72,Female,IT,22/10/2023,4
16165,59,34152,51,Male,HR,28/12/2022,4
16166,59,50153,56,Male,Sales,6/5/2020,4
16167,44,35516,NA,Male,Marketing,2/5/2023,5
16168,28,46273,35,Female,IT,30/9/2020,4
16169,25,47016,36,Male,Marketing,16/2/2022,5
16170,56,43837, ,Male,Finance,17/3/2023,3
16171,-,-,100,Female,-,27/12/2022,4
16172,62,18751,6,NA,HR,22/12/2022,2
16173,25,34670,94,Male,Marketing,30/7/2023,5
16174,36,31862,89,Female,Marketing,12/5/2021,2
16175,57,*,0,Male,Marketing,19/1/2024,3
16176,37,20952,6,Female,Operations,31/7/2020,3
16177,27,237358,NA,NA,Operations,2/4/2020,3
16178,60,30126,73,Male,Marketing,11/9/2024,3
16179,58,-,48,Male, ,7/11/2022,5
16180,40,40796,10, , ,28/6/2024,*
16181,23,62223,37,Male,HR,10/9/2024,2
16182,22,NA,98,Female,Finance,21/10/2022,2
16183,27,32897,NA,Male,Operations,4/5/2021,5
16184,60,15684,2,Male,IT,13/8/2020,5
16185,43,27440,40,Male,Operations,11/2/2021,3
16186,43,27064,4,Female,Finance,15/9/2022,2
16187,18,36331,96,Female,Operations,15/6/2021,5
16188,46,34612,17,Female,HR,3/1/2022,5
16189,33,42436,42,Male,-,1/1/2022,3
16190,51,36513,2,NA,Marketing,28/2/2020,4
16191,19,,57,Female,IT,18/11/2020,5
16192,42,25541,29,Male,IT,18/4/2022,1
16193,19,*,98,Male,Finance,31/12/2022,2
16194,22,-,56,Male,Sales,11/11/2022,3
16195,33,21523,30,Male,HR,27/10/2022,3
16196,60,45600,63,Female,Finance,14/7/2023,4
16197,60,52183,76,Male, ,24/5/2021,2
16198,38,33556,2,Female,Finance,21/1/2021,2
16199,45,54487,,Female,Sales,12/6/2023,3
16200,27,23324,84,Male,IT,13/1/2022,3
16201,,58845,76,Female,Marketing,28/5/2022,2
16202,38,50274,36,Male,Sales,9/7/2020,5
16203,23,29184,80,Female,NA,22/4/2021,4
16204,38,NA,89,Female,HR,10/10/2024,5
16205,46,,57,Female,Finance,19/5/2023,1
16206,44,40041,,Male,IT,16/5/2021,5
16207,45,30842,20,Female,Finance,26/7/2024,5
16208,51,44581,34,Male,IT,15/4/2022,2
16209,43,44302,99,Female,IT,31/5/2023,
16210,27,13360,38,Female,-,5/1/2022,1
16211,20,39914,*,Female,Finance,5/1/2020,1
16212,53,-,68,Male,Operations,11/5/2022,4
16213,40,28791,1,Female,Sales,5/5/2023,3
16214,48,31973,60,Female,Finance,16/6/2022,5
16215,22,56849,72,Male,Operations,20/9/2020,4
16216,25,0, ,Female,HR,20/11/2023,2
16217,29,22750,1,Male,IT,10/10/2024,5
16218,38,38052,80,Female,Operations,8/1/2024,2
16219,59,45276,63,Female,HR,2/11/2021,1
16220,24,8724,*,Male,IT,16/9/2022,4
16221,56, ,78,Female,Sales,6/3/2024,3
16222,63,NA,28,Female,IT,9/4/2021, 
16223, ,39939,65,Male,NA,21/11/2021,4
16224,61,40869,45,Female,HR,22/3/2024,2
16225,18,,36,Female,Operations,10/2/2022,2
16226,32,35605,71,Female,Finance,24/1/2021,1
16227,49,31199,19,Female,-,13/3/2021,2
16228,45,50720,39,Female,Operations,2/1/2024,5
16229,34,34526,95,Male,IT,23/12/2023,2
16230,62,38823,44,Male,IT,4/1/2022,3
16231,NA, ,15,Female,Marketing,10/2/2022,3
16232,32,*,57,Male,Finance,3/3/2022,1
16233,64,52403,33,Male,-,17/2/2021,1
16234,41,51162,1,Female,Operations,4/7/2023,2
16235,*,36834,84,Male,Finance,29/6/2023,3
16236,48,31959,13,Male,Finance,19/10/2020,1
16237,37,56645,69,Female,HR,15/9/2022,3
16238,62,43432,0,Female, ,13/7/2020,3
16239,56,39500,49,Male,Sales,5/8/2023,4
16240,24,26114,20,Male,IT,5/2/2022,5
16241,58,NA,0,Male,IT,3/7/2023,4
16242,30,14858,0,Female,Marketing,8/3/2021,2
16243,53,25699,24,Female,Marketing,1/3/2023,*
16244,62,24266,60,Female,Marketing,28/5/2021,3
16245,46,41429,NA,Male,Marketing,26/2/2021,3
16246,24,27820,0,Male,Operations,1/1/2020,1
16247,47,23258,56,Female,HR,19/1/2020,5
16248,48,55260,89,Female,Marketing,24/10/2022,3
16249,53,37105,48,Female,Sales,18/2/2023,2
16250,56,30823,5,Female,Finance,23/3/2022,1
16251,-,31859,,Male,IT,21/3/2024,1
16252,33,3905,57,Female,IT,16/6/2024,3
16253,56,38529,50,Female,Sales,8/1/2020,3
16254,45,12634,*,Female,Operations,4/3/2020,4
16255,37,46666,7,Male,Operations,8/6/2021,2
16256,47,25080,18,,Marketing,20/10/2021,2
16257,46,13322,*,Male,IT,23/3/2023,2
16258,18,28861,41,Female,*,18/2/2022,
16259,58,57210,33,Female,IT,7/10/2020,3
16260,48,40286,12,Male,Finance,8/6/2021,NA
16261,33,46640,-,Male,Finance,22/8/2020,2
16262,37,31197,17,NA,HR,18/10/2022,
16263,56,0,4,Male,Operations,5/2/2020,2
16264,NA,NA,12,Female,Operations,31/3/2021,5
16265,29,33650,46,Male,IT,2/5/2021,4
16266,20,37611,83,NA,Finance,24/9/2022, 
16267, ,34560,3,Female,HR,23/5/2023,4
16268,25,58073,41,Male,NA,10/9/2024,1
16269,64,23639,NA,Female,IT,30/12/2023,1
16270,30,17315,96,Female,Operations,6/7/2024,1
16271,23,41290,34,Female,HR,20/1/2023,1
16272,44,35820,*,Female,Marketing,18/5/2022,4
16273,31,30542,NA,Female,Operations,6/11/2023,NA
16274,29,46280,24,Female,Operations,3/4/2023,3
16275,42,55994,0,Male,Sales,12/1/2024,2
16276,39,41514,64,Male, ,10/12/2022,4
16277,27,38038,41,Female,Marketing,19/3/2022,4
16278,23,32417,45,Male,Sales,2/8/2020,4
16279,39,38091,77,Male,Operations,12/5/2024,4
16280,25,28451,61,Male,IT,5/1/2024,3
16281,53,-,0,,Marketing,1/10/2022,1
16282, ,49218,44,Male,Finance,23/6/2022,
16283,56,31433, ,Male,Operations,13/10/2022,5
16284,47,47654,40,Male,Operations,12/8/2021,4
16285,30,38340,76,Female,Operations,6/5/2021,NA
16286,48,,34,*,IT,4/4/2020,3
16287,21,31630,57,Female,Sales,8/5/2021,3
16288,48,55233,-,Male,IT,23/6/2024,3
16289,47,28821,36,Female,Operations,14/1/2024,5
16290,28,54734,-,Female,Marketing,28/9/2022,3
16291,61,28332,40,Female,Marketing,19/3/2021,4
16292,30,21506,20,Male,HR,11/10/2022,5
16293,34,49716,15,Male,HR,21/9/2023,1
16294,54,0,19,-,,15/5/2020,3
16295,20,36440,15,*,IT,1/12/2024,2
16296,31,42074,59,Female,Marketing,19/7/2022,1
16297,-,50349,32,Female,HR,22/12/2021,4
16298,-,290187,85,Male,Marketing,31/12/2021,2
16299,44,28090,18,Male,Finance,13/8/2021,5
16300,45,0,73,-,Operations,25/12/2023,4
16301,48,39795,38,Female,Operations,7/1/2022,2
16302,24,42645,100,Female,HR,7/11/2024,2
16303,26,29468,31,,Finance,28/10/2020,NA
16304,24,47840, ,Female,Sales,7/8/2024,5
16305,50,22437,NA,Male,IT,28/6/2023,5
16306,27,45235,,Female,HR,2/4/2022, 
16307,64,25602,44,Male,Finance,28/5/2020,5
16308,53,13990,6,-,HR,6/5/2021,2
16309,28,35592,57,Female,-,25/5/2023,4
16310,63,31763,23,Male,Finance,30/6/2022,1
16311,35,26890,10,Male,Operations,26/2/2020,5
16312,41,36883,84, ,Sales,15/8/2023,3
16313,30,29506,4,NA,HR,11/10/2021,4
16314,25,44392,97,*,Marketing,31/10/2020,4
16315,37,28058,,Female,Marketing,28/11/2024,5
16316,35, ,30,Male,Marketing,23/9/2023,1
16317,37,23765,63,Female,Marketing,15/12/2021,4
16318,19,42480,29,Female,Marketing,3/2/2024,3
16319,49,45040,79,Male,Marketing,24/8/2024,3
16320, ,35019,57,Male,HR,14/1/2022, 
16321,22,34296,16,Male,Operations,11/1/2021,4
16322,-,42612, ,Female,Marketing,4/5/2024,4
16323,25,29674,75,-,HR,1/4/2024,1
16324,,50417,20,Male,HR,22/4/2021,1
16325,26,50313,47,Male,IT,11/1/2023,3
16326,38, ,61,Female,NA,13/4/2022,1
16327,-,30045,30,Female,Finance,24/6/2024,1
16328,*,0,-,-,,30/3/2024,2
16329,52,47733,78,NA,Marketing,12/12/2023,3
16330,26,45428,10,Female,HR,22/8/2024,2
16331,40,44061,3,Male,IT,3/6/2021,2
16332,*,48556,48,Male,,18/5/2023,4
16333,60,27775,39,Male,Operations,22/11/2021,3
16334,49,18649,53,Female, ,31/5/2024,1
16335,48,NA,0,Male,Finance,14/1/2022,5
16336,51,21856,24,Male,Marketing,21/12/2022,3
16337,64,17131,82,Female,*,6/3/2022,2
16338,48,33839,0,Female,HR,12/2/2024,1
16339,37,26239,27,Female,IT,2/12/2023,1
16340,58,46037,51,Male,Marketing,10/5/2024,4
16341,29,21883,76,Female,Sales,27/10/2021,5
16342,-,24768,99,Female,Marketing,21/11/2023,-
16343,62,18397,26,Male,IT,9/4/2021,3
16344,33,-,25,*,Operations,20/7/2023,3
16345,43,36659,79,Male,Marketing,31/8/2021,5
16346,33,*,40,Male,Marketing,20/6/2020,4
16347,63,25290,53,Male,HR,23/1/2022,
16348,31,31118,58,Male,IT,10/7/2022,3
16349,53,33019,74,Female,Operations,9/9/2023,5
16350,42,31928,56,Female,Finance,30/11/2022,4
16351,43,42732,97,Male,Sales,22/4/2022,1
16352,38,20232,66,,HR,30/4/2022,5
16353,28,30062,-,Male,Marketing,29/8/2024,1
16354,35,36619,46,Male,Marketing,21/5/2024,4
16355,33,53730,70,Male,Marketing,25/10/2024,2
16356,45,25256,78,Male,Sales,21/2/2021,3
16357,*,30253,77,Male,HR,12/6/2020,3
16358,47,11180,61,Female,Finance,31/1/2021,5
16359,,39226,98,Male,-,3/6/2021,3
16360,33,30714,91,Female,Marketing,25/3/2020,2
16361,30,47228,6,Male, ,14/5/2022,-
16362,56,,78,Male,Operations,13/8/2020,3
16363, ,54152,32,Male,Operations,18/12/2020,1
16364,63,13738,79,Female,Operations,13/8/2021,1
16365,21,36326,20,Female,Operations,20/9/2022,4
16366,22,43692,97,Female,NA,11/5/2021,3
16367,27,43994,27,Male,HR,1/12/2022,2
16368,34,46455,83,Male,Marketing,30/5/2024,*
16369,44,40251,8, ,IT,21/7/2021,2
16370,47,42565,64,Male,Sales,26/3/2022,1
16371,54,27142,0,Male,HR,7/4/2021,2
16372,52, ,93,Female,Sales,14/7/2024,5
16373,57,18390,23,Male,Finance,14/1/2020,5
16374,63,,40,Female,Sales,31/12/2022,4
16375,41,251177,31,Male,Marketing,21/1/2022,5
16376,40,32813,58,Male,Finance,28/12/2022,1
16377,51,34277,-,Female,IT,19/5/2021,3
16378,42,22889,0,Female,Marketing,4/1/2023,5
16379,44,38606,59,Female,Finance,20/6/2020,2
16380,25,32435,55,Female,Marketing,15/8/2023,5
16381,45,23944,31,Male,Finance,18/12/2023,2
16382,40,18317,82,Male,Operations,28/3/2023,1
16383,40,31811,63,Female,Finance,11/3/2020,3
16384, ,33190,58,Female,NA,25/11/2023,1
16385,58,20191,4,Male,Operations,23/3/2022,3
16386,,9192,26,Female,-,15/9/2020,2
16387,32,51742,33,*,HR,23/8/2020,3
16388,*,41319,36,Male,IT,10/7/2020,3
16389,24,10433,55,NA,Finance,22/6/2024,5
16390,19,-,51,Female,Finance,27/8/2021,2
16391,57,34393,92,Female,Finance,8/4/2023,2
16392,33,39037,25,Female,Operations,15/12/2020,2
16393,52,16151,22,Female,Sales,10/2/2020,1
16394, ,47384,38,Female,Marketing,9/10/2023,5
16395,-,40439,50,Female,HR,2/11/2022,1
16396,-,39183,31,Female,HR,30/11/2022,1
16397,20,34487, ,Female,-,12/11/2023,5
16398,44,49086,0,Male,Sales,17/10/2021,5
16399,*,60542,,Male,IT,22/4/2020,1
16400,32,33936,70,Male,Sales,22/12/2022,5
16401,63,32479,40,Male,Marketing,26/4/2024,3
16402,50,49199,15,Male,*,7/11/2023,5
16403,54,30397,61,Female,Marketing,3/10/2021,1
16404,46,29032,0,Female,Marketing,5/7/2022,5
16405,41,21331,41,Female,Operations,24/4/2023,5
16406,39,36477,3,Female,Finance,20/6/2023,3
16407,*,56952,86,Male,IT,15/7/2020,-
16408,60,33337,22,Female,IT,7/10/2020,2
16409,62,56686,39,Male,Marketing,1/9/2020,3
16410,47,*,-,Male,Finance,10/8/2023,2
16411,18,44357,13,Female,*,14/11/2024,2
16412,18,17361,43,-,*,19/3/2020,5
16413,,36365,19,Male,IT,25/7/2021,5
16414,38,33405,9,Male,-,4/11/2024,4
16415,48,29061,0,Female,Operations,29/11/2020,5
16416,26,45162,88,Male,Sales,17/5/2023,5
16417,22,28465,83,Male,IT,7/8/2024,3
16418,37,39759,23,Female,HR,11/2/2021,1
16419,23,33783,*,Male,IT,21/6/2020,4
16420,53,43372,98,Female,Sales,25/10/2021,5
16421,46,37493,47,Female,Sales,23/1/2022,1
16422,58,33423,14,Female,Marketing,30/5/2024,1
16423,40,32338, ,Male, ,17/6/2024,3
16424,NA,24294,54,Female,Operations,10/9/2024,3
16425,19,28210,69,Female,Finance,30/10/2021,5
16426,64,20273,0,Female,HR,28/2/2024,1
16427,21,33796,*,Male,Marketing,14/3/2024,1
16428,25,25570,1,Female,Operations,21/10/2022,1
16429,32,49182,13,Female,Finance,20/10/2023,4
16430,42,,28,Female,Operations,15/12/2022,3
16431,38,*,84,Female,*,17/7/2022,4
16432, ,45508,22,Male,,8/4/2022,2
16433,61,22081,67,Female,Sales,30/3/2022,5
16434,44,31767,28,,Sales,30/5/2024,4
16435,30,39110,78,Male,Operations,28/9/2021,5
16436,22,42734,2,Female,Sales,30/8/2022,3
16437,47,34254,90,*,HR,21/4/2020,2
16438,42,,73,Female,*,31/7/2024,*
16439,30,36811,6,Male,IT,5/2/2021,1
16440,19,34400,95,Male,Marketing,23/11/2022,2
16441,59,27145,25,Male,Operations,26/10/2022,1
16442,28,27328, ,Male,Operations,19/10/2021,2
16443,36,35055,73,Female,Marketing,3/8/2024,1
16444,54,33189,72,Female,Operations,16/5/2020,5
16445,54,41384,51,Female,Marketing,1/2/2020,2
16446,29,29297,16,Female,Marketing,19/4/2023,3
16447,48,,,Female,Finance,26/8/2020,5
16448,31,29935,25,Male,HR,10/9/2021,1
16449,31,17697,3,Male,HR,19/5/2022,1
16450,47,5005,80,Female,Finance,27/4/2021,4
16451,41,25826,48,Male,Marketing,31/5/2024,4
16452,30,*,64,Female,Finance,15/11/2024,3
16453,62,35669,0,*,Finance,2/9/2024,1
16454,64,40882,3,Female,Marketing,2/12/2021,2
16455,54,14448,66,Female,*,20/6/2024,NA
16456,47,46280,56, ,,17/4/2021,3
16457,37,37938,87,-,HR,16/10/2021,3
16458,-,35267,41,Female,Finance,16/5/2020,*
16459,33,35087,36,Female,IT,9/12/2022,4
16460,60,26634,76,Female,Operations,22/2/2023,5
16461,-,40145,47,Female,Operations,1/10/2020,3
16462,59,35930,79,Male,Marketing,21/2/2020,3
16463,50,49239,47,*,HR,4/8/2024,2
16464,52,38684,40,Female,-,15/8/2024,5
16465,20,33297,29,-,Marketing,15/8/2022,4
16466,41,23518,83,Female,Sales,14/11/2022,1
16467,37,42879,43,Female,Sales,22/8/2022,3
16468,-,22852,44,Female,Sales,24/3/2020,4
16469,27,46053,62,Male,IT,28/5/2024,4
16470,32,,NA,*,Operations,25/7/2022,
16471,23,29466, ,-,Sales,2/2/2022,5
16472,*, ,54,Male,IT,17/8/2021,4
16473,37,42279,72,Female,Marketing,4/12/2024,NA
16474,55,19040,58,Female,HR,28/1/2020,4
16475,40,39176,16,Male,Marketing,5/7/2024,*
16476,43,22009,2,Male,NA,17/5/2022,5
16477,42,44748,4,Female,Marketing,12/1/2022,3
16478,40,45352,7,Male,Operations,20/11/2024,1
16479,19,52713,82,Female,IT,22/8/2024,3
16480,*,29512,64,Male,Marketing,21/5/2020,*
16481,51,28621, ,Male,Sales,6/5/2020,3
16482,34,29691,24,Female,Operations,31/3/2020,3
16483,59,28701,96,Female,Marketing,12/8/2024,5
16484,44,36388,97,Male,IT,13/10/2022,4
16485,49,54751,20,Female,Sales,23/11/2020,3
16486,46,38499,68,Female,Sales,23/11/2020,4
16487,53,17962,98,Male,Sales,21/1/2020,2
16488,35,37044,29,Female,Finance,27/9/2024,*
16489,55,14556,41,Male,HR,28/4/2021,2
16490,46,50746,64,Female,Marketing,9/9/2020,2
16491,46,40435,49,Male,IT,21/9/2024,4
